Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
49,Technician,Married,4,Own,1,824,17830,14782,30,home,No,4.5,4,847,Normal,Local,Yes,12:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
30,Engineer,Single,0,Rent,28,670,0,64537,25,travel,No,4.6,2,2116,Normal,Local,No,12:10,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
22,Designer,Single,1,Rent,1,830,70580,54562,14,education,No,4.6,0,0,Normal,Unusual,No,13:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
37,Manager,Married,0,Own,74,830,56835,54452,26,home,Yes,4.5,4,4949,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Accountant,Married,0,Rent,56,830,23865,61883,29,home,No,5.9,1,325,Normal,Local,No,14:10,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
22,Engineer,Divorced,1,Live with Parents,194,830,4164,43819,1,home,No,4.5,1,1318,Normal,Local,No,13:20,Unusual,Late,No,Verified,No,Desktop,No,Consistent,Online,No
36,Musician,Single,0,Rent,1,802,3146,41052,10,travel,No,4.5,2,4715,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
53,Teacher,Married,0,Own,1,830,150000,66605,19,home,Yes,4.6,4,3381,Normal,Local,Yes,10:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Musician,Single,1,Rent,34,709,0,2000,15,auto,No,7.6,2,2157,Normal,Local,No,09:30,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Engineer,Single,1,Rent,88,817,47196,2000,1,personal,No,4.5,1,2596,Rapid,Unusual,No,15:40,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,Yes
41,Doctor,Single,1,Rent,51,660,4342,40386,1,personal,No,5.4,2,4775,Rapid,Local,No,16:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
56,Manager,Divorced,4,Own,158,812,24163,80983,13,home,No,4.5,1,6300,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
44,Accountant,Single,1,Rent,50,828,55801,2000,9,travel,No,4.8,2,0,Normal,Unusual,No,14:10,Unusual,Late,No,Not Verified,No,Tablet,No,Consistent,Online,No
56,Retired,Divorced,2,Own,141,830,37078,300000,23,home,No,6.6,1,0,Normal,Local,Yes,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
28,Accountant,Divorced,0,Rent,47,812,70388,75871,8,home,No,7.6,0,294,Rapid,Unusual,No,09:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Artist,Single,0,Rent,82,830,93592,70434,8,personal,No,6.5,1,0,Rapid,Local,No,16:30,Unusual,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
28,Manager,Married,4,Own,1,830,22316,72453,17,auto,No,4.5,2,3056,Normal,Local,No,14:10,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
23,Student,Single,0,Rent,1,806,18961,2000,1,auto,No,4.5,2,4087,Rapid,Unusual,No,02:00,Normal,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Architect,Divorced,1,Own,1,708,20259,20745,4,auto,No,4.5,0,2052,Normal,Unusual,No,14:15,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
25,Engineer,Single,0,Own,87,830,28379,2000,1,personal,No,4.5,4,4289,Normal,Local,No,16:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
32,Retired,Married,0,Own,242,830,150000,81140,16,medical,No,4.9,4,3974,Normal,Local,No,15:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
28,Technician,Single,0,Rent,67,770,22532,2000,1,personal,No,4.9,1,5124,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
45,Architect,Divorced,0,Own,66,774,11798,300000,30,home,No,4.8,4,2058,Normal,Unusual,No,09:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Doctor,Divorced,3,Rent,1,830,5940,77751,30,home,No,4.5,0,2250,Normal,Local,Yes,14:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
35,Artist,Single,1,Own,45,830,4065,2000,8,personal,No,7.1,1,0,Rapid,Local,No,16:30,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Referral,No
55,Manager,Married,0,Own,1,803,150000,58454,12,home,Yes,4.5,3,4326,Rapid,Local,Yes,01:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Retired,Single,1,Own,60,820,1108,2000,1,auto,No,4.5,1,3672,Normal,Unusual,No,01:00,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
22,Technician,Single,0,Rent,66,580,25574,57631,17,personal,No,4.5,1,0,Normal,Unusual,No,01:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
25,Software Developer,Divorced,0,Own,174,820,13380,2870,17,home,Yes,4.5,1,3014,Normal,Local,No,01:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
44,Architect,Married,0,Own,360,680,109883,64447,30,home,No,4.5,4,7000,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Retired,Divorced,4,Own,95,830,25993,31398,25,auto,No,4.5,3,7000,Rapid,Local,No,10:50,Normal,On-time,No,Verified,No,Tablet,No,Inconsistent,Online,No
56,Unemployed,Single,2,Own,45,662,0,62164,19,auto,No,6.3,1,3957,Rapid,Local,No,09:40,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
47,Engineer,Married,4,Own,1,830,150000,2000,1,personal,No,4.7,1,1094,Normal,Local,No,12:45,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Accountant,Divorced,3,Own,21,674,11480,41071,21,auto,No,5.8,2,4649,Normal,Local,No,12:45,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
47,Engineer,Divorced,2,Own,1,830,22344,300000,30,education,No,5.3,2,0,Normal,Local,Yes,10:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
40,Chef,Married,0,Own,105,652,150000,2000,7,auto,Yes,4.5,4,7000,Normal,Local,Yes,12:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
34,Doctor,Married,0,Rent,37,830,41767,22701,18,education,Yes,4.5,3,1054,Rapid,Local,No,09:30,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
45,Manager,Divorced,0,Own,79,830,150000,73764,30,education,No,4.5,4,7000,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
22,Engineer,Single,0,Live with Parents,53,830,2157,2000,5,personal,No,4.5,1,3488,Normal,Unusual,No,03:00,Normal,On-time,Yes,Verified,No,Laptop,No,Consistent,Online,No
27,Manager,Divorced,4,Own,1,830,150000,80052,30,home,Yes,4.5,4,7000,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
42,Teacher,Single,0,Rent,1,830,94933,2000,7,home,No,4.5,3,2508,Rapid,Local,No,14:10,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Online,No
42,Technician,Single,0,Rent,28,787,13911,9360,3,personal,No,4.6,1,1403,Normal,Unusual,No,13:30,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Referral,Yes
52,Doctor,Divorced,2,Own,148,793,76019,79033,30,home,No,4.5,4,3602,Normal,Local,Yes,12:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
41,Manager,Divorced,4,Own,1,830,73735,300000,30,home,No,6,4,1587,Normal,Local,Yes,15:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Student,Single,1,Rent,88,582,0,65615,1,education,No,8,1,3629,Normal,Local,No,10:50,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Doctor,Single,1,Rent,1,830,27,44119,7,education,Yes,4.5,1,4093,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
43,Engineer,Single,0,Own,187,830,15679,81321,24,home,No,4.5,1,550,Normal,Local,No,14:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
31,Student,Single,4,Own,135,830,41375,46006,22,medical,No,4.5,2,2182,Normal,Local,Yes,09:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Engineer,Single,0,Rent,34,656,2102,2000,7,personal,No,8,1,1224,Normal,Unusual,No,03:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
27,Musician,Single,0,Own,172,673,9578,65843,30,travel,No,4.5,3,4587,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
28,Accountant,Married,4,Own,1,824,34011,300000,28,home,Yes,4.5,1,7000,Rapid,Local,Yes,13:30,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
22,Teacher,Single,1,Own,85,830,41493,27432,1,personal,No,7.4,0,0,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
22,Unemployed,Single,1,Rent,64,814,0,55303,1,education,No,4.6,2,2485,Rapid,Unusual,No,13:30,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Clerk,Single,0,Rent,47,771,27888,45198,5,personal,No,5.3,1,527,Rapid,Unusual,No,14:00,Unusual,Late,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
30,Manager,Divorced,2,Own,173,830,148756,46382,24,home,No,5,1,3267,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Engineer,Single,0,Rent,73,756,25374,72551,1,home,No,7.2,1,2674,Normal,Local,No,13:20,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
56,Manager,Married,0,Own,356,669,34606,12955,30,auto,No,4.5,0,4755,Rapid,Local,No,12:45,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
52,Musician,Divorced,1,Own,1,830,96412,57965,3,personal,Yes,5.6,1,0,Normal,Local,Yes,14:40,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
28,Designer,Divorced,0,Own,1,830,14411,300000,30,home,No,4.5,3,7000,Normal,Local,No,12:10,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
39,Unemployed,Single,1,Live with Parents,51,665,6363,300000,2,travel,No,8,2,2094,Normal,Unusual,No,09:00,Unusual,On-time,Yes,Verified,No,Mobile,Yes,Consistent,Online,No
56,Accountant,Single,3,Own,1,699,36323,2000,25,home,No,4.5,4,2580,Rapid,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Artist,Single,1,Rent,1,675,49207,2000,1,personal,No,4.5,1,1704,Rapid,Unusual,No,15:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
56,Entrepreneur,Married,0,Own,178,830,50208,300000,11,home,Yes,4.5,3,7000,Normal,Local,Yes,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
39,Engineer,Single,1,Rent,14,668,30521,71902,29,education,No,5.3,2,3535,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Referral,No
56,Manager,Married,1,Own,1,830,31752,2000,26,medical,No,4.5,1,569,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
51,Technician,Married,4,Own,21,714,83668,80503,30,home,Yes,4.5,1,6223,Normal,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Architect,Divorced,4,Own,143,813,150000,30156,14,travel,No,4.5,1,728,Normal,Local,No,11:15,Normal,Defaulted,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Self-employed,Single,0,Own,49,648,2498,60719,30,home,No,4.5,1,2881,Rapid,Local,Yes,16:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
44,Musician,Single,0,Rent,42,580,4877,16918,1,personal,No,4.6,0,4403,Normal,Unusual,No,16:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
26,Software Developer,Single,1,Live with Parents,44,830,64674,46148,9,home,No,6.4,1,820,Normal,Local,No,12:45,Normal,On-time,Yes,Verified,No,Mobile,No,Consistent,Online,No
30,Unemployed,Divorced,3,Own,42,580,3615,25967,10,auto,No,6.7,0,3803,Rapid,Unusual,No,13:30,Normal,On-time,No,Not Verified,No,Laptop,Yes,Inconsistent,Online,Yes
56,Chef,Married,3,Own,176,762,16652,52010,1,medical,Yes,4.5,3,4683,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
27,Engineer,Single,1,Rent,87,822,0,25861,1,personal,No,4.5,0,4421,Normal,Unusual,No,02:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Doctor,Single,1,Own,1,830,0,2000,21,home,No,4.6,2,0,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
23,Artist,Single,0,Rent,76,773,569,64507,13,auto,No,5.6,2,2588,Normal,Local,No,15:30,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
56,Manager,Divorced,1,Own,29,830,52806,61370,12,home,Yes,5.4,2,1770,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
36,Manager,Single,0,Own,71,633,80067,52944,22,travel,No,4.5,1,3330,Normal,Local,No,13:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
29,Unemployed,Single,1,Rent,15,830,21370,80252,16,travel,No,4.8,0,3476,Normal,Unusual,No,14:00,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
30,Manager,Married,0,Own,142,763,0,81761,25,auto,Yes,4.5,4,6622,Normal,Local,Yes,16:30,Normal,Late,No,Verified,No,Laptop,No,Consistent,Referral,No
46,Accountant,Single,0,Rent,1,829,30660,62580,19,home,No,4.9,0,1143,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
27,Musician,Divorced,4,Live with Parents,51,671,79016,2000,1,education,No,4.5,4,4774,Normal,Unusual,Yes,02:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
40,Chef,Divorced,1,Own,101,669,81631,71089,30,home,Yes,4.5,0,4089,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
43,Doctor,Single,0,Live with Parents,58,806,64228,12731,1,home,No,4.5,1,4914,Rapid,Unusual,No,13:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Manager,Married,4,Own,1,830,150000,80411,30,home,Yes,4.5,1,359,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
29,Engineer,Divorced,1,Own,81,830,150000,71410,30,auto,No,6.3,4,1425,Rapid,Local,No,10:50,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Technician,Single,0,Rent,9,830,59165,2000,1,education,No,4.6,2,6251,Normal,Local,No,14:15,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Referral,No
22,Artist,Single,4,Rent,36,777,80940,20653,21,auto,No,4.5,1,0,Rapid,Local,No,11:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
23,Self-employed,Single,1,Own,360,830,9573,80146,22,home,No,4.5,3,2808,Rapid,Local,No,03:00,Normal,Late,No,Verified,No,Laptop,No,Consistent,Referral,No
56,Engineer,Single,4,Own,1,830,88240,73488,7,personal,No,4.5,4,3359,Normal,Local,Yes,11:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
22,Manager,Single,1,Rent,1,757,46761,57516,1,auto,Yes,4.5,0,4773,Normal,Unusual,No,15:40,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
23,Teacher,Single,1,Own,86,824,6102,61859,3,medical,No,4.5,3,4326,Normal,Unusual,No,15:40,Normal,Defaulted,No,Verified,No,Tablet,No,Consistent,Online,No
26,Software Developer,Single,1,Rent,1,618,26260,66764,15,home,No,4.5,1,3913,Normal,Local,No,02:00,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Software Developer,Single,4,Rent,93,714,0,50443,5,education,No,4.5,1,4500,Normal,Unusual,No,10:40,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
49,Unemployed,Divorced,0,Own,74,789,55919,63465,23,travel,No,4.5,1,3944,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
42,Musician,Married,0,Rent,82,758,66112,70245,30,personal,No,5.6,1,2404,Rapid,Unusual,No,14:00,Normal,Defaulted,No,Verified,No,Desktop,No,Consistent,Online,No
22,Artist,Single,1,Rent,1,786,33635,2000,11,education,No,4.5,2,4841,Rapid,Unusual,No,14:10,Normal,Defaulted,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
44,Self-employed,Married,4,Own,35,765,21797,2000,2,auto,No,4.5,0,4645,Normal,Local,No,12:45,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
30,Teacher,Married,0,Rent,32,580,45708,2000,3,education,No,4.7,1,4470,Normal,Local,Yes,11:50,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
29,Unemployed,Single,1,Rent,1,812,12474,2000,1,travel,No,4.7,1,868,Rapid,Unusual,No,11:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
49,Lawyer,Married,0,Own,1,830,148289,300000,12,home,No,4.5,3,717,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Self-employed,Single,1,Rent,91,657,971,2000,1,personal,No,4.5,1,4655,Rapid,Local,No,11:00,Unusual,Defaulted,No,Not Verified,Yes,Mobile,No,Consistent,Online,Yes
29,Engineer,Single,0,Rent,1,714,24331,2000,2,medical,No,6.3,1,1639,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
55,Manager,Divorced,0,Own,63,751,0,63447,4,home,No,4.5,1,295,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
39,Manager,Single,0,Own,59,718,8312,60496,1,auto,No,5.3,1,974,Rapid,Local,No,14:00,Unusual,Late,No,Verified,No,Tablet,No,Consistent,Online,No
22,Student,Single,1,Rent,80,681,0,75915,1,personal,No,4.5,2,3477,Normal,Unusual,No,16:00,Unusual,Defaulted,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Manager,Single,3,Own,360,801,139642,37961,4,auto,No,4.5,0,1011,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
41,Musician,Single,4,Own,134,830,35336,50693,21,home,No,4.5,2,587,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Manager,Married,4,Own,90,816,3343,52283,2,auto,Yes,6.2,3,4596,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
56,Manager,Single,0,Own,58,830,122252,2000,1,auto,No,6.7,2,0,Normal,Local,No,10:30,Normal,Defaulted,No,Not Verified,No,Tablet,No,Consistent,Online,No
22,Engineer,Single,0,Own,26,677,78200,300000,17,home,No,5.4,1,547,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Doctor,Married,3,Own,360,830,9258,77608,17,home,No,5.5,1,4971,Normal,Local,Yes,14:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Technician,Single,1,Rent,30,830,30848,63429,1,auto,No,6.9,0,0,Normal,Unusual,No,14:10,Unusual,On-time,No,Not Verified,No,Mobile,Yes,Inconsistent,Online,No
22,Designer,Single,0,Own,5,830,57867,2000,26,home,Yes,5.3,2,0,Normal,Local,No,14:40,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
29,Doctor,Divorced,4,Own,1,670,101561,26428,30,home,Yes,4.5,1,7000,Rapid,Local,No,12:45,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
56,Artist,Single,0,Rent,29,692,35083,57007,17,auto,No,4.5,1,4866,Normal,Local,No,10:50,Unusual,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
35,Software Developer,Single,2,Own,1,763,0,67061,29,home,No,4.5,1,1237,Rapid,Local,Yes,13:20,Normal,On-time,No,Not Verified,No,Desktop,No,Consistent,Online,No
25,Engineer,Single,1,Rent,89,830,0,21109,1,personal,No,4.5,1,4426,Normal,Unusual,No,10:10,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
22,Manager,Married,0,Rent,94,676,1257,78632,19,personal,Yes,4.5,1,4806,Rapid,Local,No,15:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
35,Engineer,Married,0,Own,7,830,0,2000,1,home,No,4.5,1,3793,Normal,Local,No,15:30,Normal,On-time,Yes,Verified,No,Mobile,No,Consistent,Referral,No
31,Engineer,Single,2,Own,12,830,0,2000,1,medical,No,4.8,2,0,Rapid,Unusual,No,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Clerk,Divorced,4,Own,50,663,0,48032,1,auto,No,5.7,2,1582,Rapid,Local,No,14:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
28,Accountant,Single,1,Rent,1,830,40667,2595,19,personal,No,4.5,1,1068,Rapid,Unusual,Yes,03:00,Unusual,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
46,Engineer,Single,0,Own,9,830,150000,26877,18,home,Yes,4.5,3,178,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
56,Engineer,Single,3,Own,1,801,15899,300000,1,personal,No,4.5,2,4915,Rapid,Local,No,14:00,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,No
42,Manager,Single,0,Rent,36,775,16503,2000,1,personal,No,7.4,1,0,Rapid,Local,No,11:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,No
22,Engineer,Single,1,Rent,92,814,23018,2000,1,auto,No,4.5,1,4644,Normal,Local,No,16:30,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
51,Manager,Married,0,Own,33,830,61871,66841,26,auto,Yes,4.6,1,1761,Normal,Local,No,14:40,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
23,Artist,Single,0,Rent,8,729,83069,55133,30,medical,Yes,4.5,0,2632,Normal,Local,No,10:10,Normal,On-time,No,Not Verified,No,Mobile,Yes,Inconsistent,Online,No
56,Entrepreneur,Married,0,Own,66,673,150000,300000,30,home,Yes,5.4,3,2667,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Manager,Single,0,Rent,1,740,22340,67446,2,personal,No,6.4,1,3111,Normal,Local,No,01:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
23,Manager,Single,0,Rent,6,752,0,35174,22,home,No,4.5,2,3142,Normal,Local,No,11:15,Unusual,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
22,Designer,Single,1,Rent,87,766,75392,18727,1,auto,No,4.5,1,4404,Rapid,Local,No,16:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
45,Doctor,Single,1,Own,1,637,23045,52519,23,auto,No,4.5,3,5040,Normal,Local,Yes,03:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
27,Technician,Divorced,4,Rent,73,830,16328,2000,28,personal,No,4.8,2,1676,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
42,Lawyer,Single,4,Own,155,829,79116,53402,21,home,No,5.3,3,2325,Rapid,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
32,Accountant,Single,3,Own,360,791,50199,77332,14,auto,No,4.5,1,5092,Normal,Local,No,14:40,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
24,Engineer,Divorced,2,Own,184,830,150000,65729,24,home,Yes,4.5,2,0,Normal,Local,No,15:30,Normal,Defaulted,No,Verified,No,Desktop,No,Consistent,Referral,No
25,Manager,Single,0,Rent,71,830,34530,86240,6,education,No,4.5,3,3672,Normal,Local,Yes,16:00,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Referral,No
48,Manager,Married,4,Own,112,830,36916,61788,23,home,Yes,4.7,2,709,Normal,Local,Yes,12:00,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
26,Artist,Divorced,2,Own,157,830,40019,38480,1,medical,No,4.6,0,4422,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
56,Technician,Divorced,0,Rent,6,772,25691,12878,7,auto,No,4.5,2,4642,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
22,Software Developer,Single,0,Rent,360,830,0,68606,30,medical,No,4.6,2,0,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
22,Technician,Single,4,Rent,21,799,71659,53234,4,home,No,4.5,1,5000,Rapid,Local,No,09:00,Normal,On-time,Yes,Verified,No,Tablet,No,Consistent,Referral,No
22,Self-employed,Single,0,Rent,24,804,39576,4371,12,home,No,6.3,1,0,Normal,Unusual,No,11:50,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
23,Artist,Married,0,Rent,360,830,86152,2090,9,home,No,7.5,2,353,Rapid,Local,Yes,03:00,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,Yes
49,Teacher,Divorced,0,Own,360,705,52858,80069,18,home,No,6.2,2,4518,Normal,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
25,Entrepreneur,Divorced,0,Own,53,830,27055,300000,30,home,No,4.5,3,3165,Normal,Local,Yes,15:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
26,Self-employed,Single,0,Rent,81,799,554,2000,5,personal,No,6.5,2,364,Normal,Unusual,No,01:00,Normal,On-time,No,Not Verified,Yes,Mobile,No,Inconsistent,Online,Yes
22,Manager,Single,0,Own,212,830,45334,40933,30,home,No,4.5,1,4743,Rapid,Local,No,12:10,Normal,Late,No,Verified,Yes,Tablet,No,Inconsistent,Referral,No
22,Clerk,Single,1,Rent,1,805,10751,74634,1,education,No,4.5,1,1067,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
56,Designer,Single,4,Rent,1,665,27109,22067,20,education,No,4.5,0,4683,Normal,Local,No,10:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
44,Software Developer,Married,1,Own,1,708,90701,2000,28,auto,No,4.6,4,2149,Rapid,Local,No,10:10,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
